Feedback,Name,Type,Song,Genres
"Hola, aquí se encuentra el link: https://qiulive.com.mx/2024/07/25/estrenos-qiu-zaryn-aspen-jade-jeristotle/",Qiu Live,N/A,INFINITE,"Alternative rock, Commercial / Mainstream, Dream pop, Indie folk, Indie pop, Latin music, New wave, Punk Rock, Authentic, Catchy, Chill, Original, Acoustic guitar, Brass, Electric guitar, Drums, Synths, All supports, Vocals, Available on Spotify, Composer, Early project, Supported artist, Young talent"
"hey, thanks for sending :) I like how you described it as a ""make out at the club"" track. I think that's an apt description and your voice will really speak to audiences. I was a bit dissapointed by the production though. the stutter house style is a bit overdone in my opinion. I think the drops were good, but the verses felt a bit too dark and empty to me. I'll give this a narrow pass but wish you all the best :)",Playlist été 2024/Summer 2024,Fail,INFINITE,"Chill out, Dance music, Dance pop, Deep house, Indie pop"
"Hello, we only accept actual 'demos' for release consideration as stated in our profile here on Groover. We are a publishing house and hence cannot consider self-released music for marketing/publishing. Thank you Dario | Plasmapool PRO-TUNES distribution www.pro-tunes.com",Plasmapool,Fail,INFINITE,"Bass music, Chill out, Deep house, Drum and Bass, Electronica, Future house, House music, Progressive / Melodic House & Techno, Tech House, Techno"
"Thank you for sharing your track. I really like the electro-pop elements and the vocals, but I feel that the instrumental changes in rhythm in some sections don't quite fit with the overall flow of the song. This is just a matter of personal taste",Atonal,Fail,INFINITE,"Beats / Lo-fi, Chill out, Cloud Rap / Hip Hop, Dance pop, Deep house, Dream pop, Electropop, Experimental electronic, Hip-hop, Indie pop, Chill, Good vibes, Lo-fi, Dreamy, Relaxing, Tropical, Beatmaker, Instrumental, Available on Spotify"
"Hey Aspen, thanks for sending your music, lovely production! in my personal opinion i would like to suggest to go out for the classic modern electronic pop because i can feel really well your good preparation and the vocal talent, Please get my comment like a suggestion, However i'm looking for something more instrumental for my showcase, I would like to wish you the best :)",Mike Dem,Fail,INFINITE,"African music, Afro House / Amapiano, Canzone Italiana, Dance music, Dance pop, Deep house, Film music, Organic House / Downtempo, Progressive / Melodic House & Techno, Available on Spotify, Composer, On stage experience, International potential, Supported artist, Unsigned artist, Young talent"
"hey over there, thanks for sharing your art with us today, have to say impressive tune for us with a tight mix. unfortunately this can be less pop oriented with the vocal we need to say.. we wish you all the best",TIEFBLIND,Fail,INFINITE,"Chill out, Dance music, Deep house, Electronica, Experimental electronic, Film music, Hip-hop, House music, Minimal, Techno, Authentic, Chill, Creative, Danceable, Dark, Downbeat, Energetic, Experimental, Good vibes, Groovy, Unique, Indie, Intense, Melancholic, Melodic, Dreamy, Positive, Relaxing, Simple, Underground, Upbeat, Acoustic guitar, Bass guitar, Beats, Electric guitar, Instrumental, Live recording, Drums, Piano, Remix, Strings, Synths"
"First of all, we would like to thank you for the opportunity to give feedback to your music. I find the rhythm from the beginning the very electronic and dynamic introduction and transmitting a lot of desire to party, but without lag. I like the way theme of connecting with the public using simple lyric and above all a unique style that connects very well with the new generations. The essence of pop that it has and dance is very attractive and more because it helps. Transmit that feeling with the public. We have finally decided not to share it on our social networks since we believe that they do not share the same style, in any case we wish you the best for the future and good luck in your musical career!",Trapetito,Fail,INFINITE,"Chill out, Dancehall / Reggaeton, Deep house, Disco, Electronica, Electro swing, Future house, Latin music, Trap, Urban pop, Remix, Video clip, Available on Spotify, Strong social media presence, Young talent"
"The song has a vocal that, from the first moments, captures the listener's attention. The way the elements intertwine, creating a totally danceable atmosphere, shows a great mastery of the technique. The music has a flawless construction, but without managing to bring something that is relatively new to our ears. We felt a certain predictability in the sound",Beat for Beat,Fail,INFINITE,"Acid house, Bass music, Deep house, Future house, House music, Progressive / Melodic House & Techno, Psy-Trance, Tech House, Techno, Trance, Chill, Danceable, Dark, Energetic, Experimental, Mainstream, Melodic, Original, Tropical, Underground, Upbeat"
Hey thanks for reaching out! The production of your track demonstrates an exceptional level of quality. The attention to detail and craftsmanship in every aspect of the production is truly impressive. Hope to hear more music from u in the future!,Aura Radio,Success,INFINITE,"Commercial / Mainstream, Dance pop, Deep house, Dream pop, House music, Hyperpop, K-pop / J-pop, Latin Pop, Lofi bedroom, Progressive / Melodic House & Techno, Authentic, Catchy, Chill, Unique, Indie, Melodic, Captivating, Electronic sounds, Synths, All supports, Available on Spotify"
"Hey Aspen Jade, thanks for sending this in! Nice groove, I like the sound design, also of the FX. The vocals however are too commercial sounding for my rather instrumental selection of tracks. Cool stuff though, good luck with the release <3",Chris Luno / Organic House,Fail,INFINITE,"Ambient, Chill out, Dance music, Deep house, Electronica, House music, Minimal, Organic House / Downtempo, Progressive / Melodic House & Techno, Tech House, Catchy, Chill, Danceable, Downbeat, Eclectic, Good vibes, Groovy, Melancholic, Melodic, Dreamy, Original, Relaxing, Upbeat, Acoustic guitar, Beats, Covers, Electronic sounds, Instrumental, Live recording, Finished track, Drums, Piano, Professional production, Radio edit, Remix, Synths, Available on Spotify, Composer, Early project, On stage experience, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"Hello Aspen Jade, Thanks for sending your music into us curators here at Groover. I've been listening through to ""Infinite."" I like the direction you're going in, and I appreciate the style of the vocals; they feel very current and fit well with the Electro Pop genre. If you don't mind, I'd like to make a couple of points about the mix that I noticed. The vocal performance is good, and the 'slight mumble' style gives the music an attitude and edge. However, if I were mixing this, I'd bring the vocal out more, letting it stand and be bolder, sitting right at the forefront. Although a lot of club systems are still in mono, having a good stereo mix is essential. I noticed a lot of sounds sitting in the center of the mix. You could really bring out some more interesting elements by panning the non-stereo sounds to different points in the stereo field, which will also help separate things away from the vocal. In the low mids, there's a lot of information that, to my ears, needs to be tamed a touch more to generate a bit of clarity. I also noticed there's a reverse low end that comes in at points, particularly around 52 seconds, repeating. While I like this element, it creates a lot of mud and detracts from the bass. As an experiment, it might be worth seeing what it sounds like without the reverse bass at moments when everything's playing. These are just my thoughts listening on my monitor sets with fresh, independent ears. Please feel free to ignore any of the above if you disagree—they are intended to help and provide food for thought for future recordings or remixes. For the above reasons, I won't be sharing, but keep doing what you're doing. You are talented and have everything there; just a few tweaks and your music will really take off. Kind regards, Darren Stone",Darren Stone,Fail,INFINITE,"Children's music, Classical music, Commercial / Mainstream, Electronic rock, Electropop, Film music, Garage rock, Indie rock, Instrumental, Neo / Modern Classical, Composer"
"Hi there, Thank you for sharing your music with us. Appreciate the energy/impact of the beats. There's a good synergy between the elements. However, this style has too much of a pop influence for our selection. Kindly passing on this one! Best regards,",Art Vibes,Fail,INFINITE,"Arabic music, Bass music, Chill out, Dance music, Deep house, Electronica, House music, Organic House / Downtempo, Oriental music, Progressive / Melodic House & Techno, Authentic, Chill, Energetic, Good vibes, Groovy, Midtempo, Beats, Electronic sounds, Instrumental, Professional production, Synths, Available on Spotify, Strong social media presence, Unsigned artist"
"Hi Aspen Jade. Fun track. I had a good time listening, there's a pretty strong groove to the drums and percussion elements here and I liked the driving feel of the rhythm. Not super fond of the more choppy vocal samples for my house playlists personally. Good luck with the release though, and with your future projects! Cheers, Bregt // Alpas Records",Alpas Records,Fail,INFINITE,"Chill out, Electronica, Hardcore, House music, Indie folk, Indie pop, Indie rock, Melodic metal, Psychedelic pop, Techno, Chill, Creative, Danceable, Good vibes, Hardcore, Melancholic, Melodic, Dreamy, Positive, Relaxing, Underground, Electric guitar, Electronic sounds, Instrumental, Drums, Piano, Professional production, Strings, Available on Spotify"
"Hey Aspen, I'm happy to share the Spotify Playlist with your song: https://open.spotify.com/playlist/6K56BvmDW3aGGzjYjgdEJt , To help spread the word, please follow the playlist and/or share it on your Instagram Stories. This support really means a lot! Let's stay in touch on Instagram too! You can find me at https://www.instagram.com/futureleomusic , I’d love to chat about future promo opportunities. Thanks so much and have an awesome week ahead!",Future Leo,N/A,INFINITE,"Chill out, Dance music, Deep house, French house, House music, Catchy, Chill"
"Hi there! Top quality production and mix . Really loved the soothing vocals and catchy melodies .However for our EDM playlist we are looking for a bit more energy in the drop and more leads action . Rest ,the track has got some real good potential. Good luck! can't wait to hear more tracks from you.",you do you,Fail,INFINITE,"Cloud Rap / Hip Hop, Commercial / Mainstream, Dance music, Dance pop, Deep house, Hip-hop, House music, Indie pop, Progressive / Melodic House & Techno, Rap in English, Catchy, Danceable, Energetic, Groovy, Positive, Captivating, Upbeat"
"Hey Aspen, thanks for sharing the track ""INFINITE."" Positive vibes perfect for the club, love the style of production, but unfortunately the style of music isn't a great fir for our label or Spotify playlists at this time. Wishing you all the best with the release.",Insight Music,Fail,INFINITE,"Alternative rock, Ambient, Chill out, Electronica, Experimental electronic, Lofi bedroom, Progressive / Melodic House & Techno, Shoegaze, Solo Piano, UK Garage / Bassline, Chill, Dark, Lo-fi, Melancholic, Positive, Underground, Beats, Electronic sounds, Low fidelity, Piano, Strings, Synths, Available on Spotify, Composer, Early project, On stage experience, Unsigned artist, Young talent"
I really like the research of sounds in this track. You've created a good fusion of different genres of music but we're looking for something more pop sad,Island Music,Fail,INFINITE,"Chill out, Classical music, Dance music, Dance pop, Deep house, Experimental electronic, Film music, Instrumental, Neo / Modern Classical, Contemporary, Danceable, Eclectic, Experimental, Good vibes, Melancholic, Relaxing, Tropical, Electronic sounds, Instrumental, Piano, Professional production, Strings, All supports, Available on Spotify, Composer, International potential, Young talent"
"Hello, hope all is great with you. Thanks for sending the track. This beat is amazing, didnt like the way the drop sounds on the part of the elements used. Unfortunately have to pass this time, wish you the best of luck",High Five Music,Fail,INFINITE,"Chill out, Dance music, Dance pop, Deep house, Electronica, Future house, House music, Progressive / Melodic House & Techno, Psy-Trance, Electronic sounds"
"Hey there! Thank you so much for reaching out! We loved the groovy beat of this song. The drums and the percussions sound so clean and we've also liked the fresh synths that were used. The sound fx are completing the scenery very nice and we've enjoyed listening to this tune, but unfortunately, we feel that the melodic line is not really the mood we're looking for our current playlists, so we will have to kindly decline it. Best wishes!",Dancefy Records,Fail,INFINITE,"Afro House / Amapiano, Commercial / Mainstream, Dance music, Dance pop, Deep house, Electropop, Future house, House music, Nu-disco, Progressive / Melodic House & Techno, Authentic, Catchy, Creative, Danceable, Engaged, Good vibes, Melodic, Dreamy, Original, Surprising, Tropical, Underground, Unplugged, Acoustic guitar, Bass guitar, Beatmaker, Beats, Featuring, Covers, Brass, Demos, Electric guitar, Tests, Explicit, Instrumental, Live recording, Finished track, Drums, Piano, Professional production, Radio edit, Remix, Strings, Sync-friendly, Synths, All supports, Urban sounds, Video clip, Available on Spotify"
https://open.spotify.com/playlist/3M53iLDM5eG65n3XhS8tMK?si=f85c21e2af40488d,Atmospheric Future Garage,N/A,INFINITE,"Chill out, UK Garage / Bassline, Chill, Dark, Experimental, Groovy, Instrumental, Finished track, Available on Spotify"
"Hey there. Cool song with a strong bassline! I love the atmosphere but unfortunately the vocal is not a 100% match for my lists that's why I kindly have to pass. All the best, Deepium",Deepium,Fail,INFINITE,"Bass music, Dance music, Dance pop, Deep house, House music, International pop, Tech House, Techno, Chill, Danceable, Energetic, Good vibes, Groovy, Melodic, Dreamy, Positive, Tropical, Beats, Covers, Brass, Electric guitar, Electronic sounds, Finished track, Drums, Piano, Remix, Synths, Vocals, Available on Spotify, Early project"
"Hello, Thank you for sharing your music with us. I’ve had the opportunity to listen to your recent submission and appreciate the creativity and effort you’ve put into it. Your song demonstrates strong musicality and talent, with compelling elements in both the composition and arrangement. However, in my assessment, the energy level of the track doesn't quite align with the tone we're currently curating for our playlists. While your song is well-crafted and enjoyable, its energetic vibe may not fit the specific mood we're aiming for at this time. Thank you once again for your submission. I encourage you to continue refining your artistic direction and exploring different emotional nuances in your music. Your dedication to your craft is evident, and we look forward to potentially exploring more of your work in the future. Best regards.",Intact Records (Background Chill Music & Good Vibes On The Road),Fail,INFINITE,"Beats / Lo-fi, Chill out, Commercial / Mainstream, Dance pop, Deep house, Dream pop, Electronica, House music, Indie pop, Minimal, Authentic, Catchy, Chill, Good vibes, Indie, Lo-fi, Meaningful lyrics, Mainstream, Original, Positive, Relaxing, Captivating, Upbeat, Unplugged, Acoustic guitar, Autotune, Bass guitar, Beatmaker, Beats, Featuring, Covers, Brass, Demos, Electric guitar, Electronic sounds, Tests, Explicit, Freestyle, Instrumental, Live recording, Low fidelity, Finished track, Drums, Piano, Professional production, Radio edit, Remix, Strings, Sync-friendly, Synths, All supports, Urban sounds, Video clip, Vocals, Available on Spotify, Composer, Early project, On stage experience, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"Hey Aspen Jade, thanks for sending this one our way. We're enjoying the vocal and club aesthetic in the sound design. That said, our current round of dance playlists lean further into funky or groovy disco House. I hope the release goes well!",HMP Records,Fail,INFINITE,"Chill / Lo-fi Hip-Hop, Chill out, Dance music, Deep house, Disco, Electronica, Experimental electronic, House music, Nu-disco"
"Hi AJ -- I apologize, great late-night cruising energy, but this is quite pumpy, quick, and processed for what I do. I'm more bare, organic, sleepy. Sorry I can't help with a placement here!",Jeremy Lim,Fail,INFINITE,"Ambient, Chill out, Classical music, Deep house, Film music, Instrumental, Instrumental hip-hop, Minimal, Neo / Modern Classical, Authentic, Catchy, Chill, Contemporary, Downbeat, Good vibes, Lo-fi, Meaningful lyrics, Melancholic, Melodic, Dreamy, Relaxing, Romantic, Simple, Subdued, Acoustic guitar, Instrumental, Finished track, Piano, Professional production, Available on Spotify"
"Hi Aspen Jade! The styling and bass sound good overall. Unfortunately, we won't be able to include your song in the playlist because it lacks a more danceable rhythm. We need songs that encourage the audience to dance. We appreciate your understanding and hope you can present us with another proposal.",MAINSTAGE ✨ Electronic Music (by Deep Sounds),Fail,INFINITE,"Bass music, Commercial / Mainstream, Dance music, Dance pop, Deep house, Electropop, Hard Dance / Hardcore / Hardstyle, House music, Tech House, Techno"
Thanks for sending this. I love the vibe and originality of it. Will add to our Lounge Hits playlist.,Outline Music | Lounge Hits Remixed & Sunset Drive,Fail,INFINITE,"Chill out, Commercial / Mainstream, Dance music, Dance pop, Deep house, Electropop, House music, Chill, Danceable, Energetic, Good vibes, Melancholic, Melodic, Positive, Sensual, Tropical, Available on Spotify, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
Hi! Thanks for sharing your song i really liked it. Unfortunately the vibe of your song doesn't perfectly match and it's close to house music so i kindly have to pass.,HARDCORE WORKOUT MIX MOTIVATION,Fail,INFINITE,"Acid house, Bass music, Dance music, Drill/Jersey, Drum and Bass, Dubstep, Future house, Hard Dance / Hardcore / Hardstyle, Techno, Trance, Dark, Intense, Original, Upbeat, Available on Spotify"
Hi! Thanks for sharing your song i really liked it. Unfortunately the vibe and the style of your song don't perfectly match what i am looking for so i kindly have to pass. Keep it up.,Workout & Gym - Hard Trap & Bass,Fail,INFINITE,"Bass music, Drill/Jersey, Drum and Bass, Dubstep, Hard Dance / Hardcore / Hardstyle, Trip hop, Creative, Energetic, Intense, Surprising, Upbeat, Available on Spotify"
"Hello, Thank you for sharing your music with us. I've had the opportunity to listen to your recent submission and appreciate the creativity and effort you've put into your work. Your song demonstrates strong musicality and talent, with compelling elements in both the composition and arrangement. It's evident that you have a great sense of energy and dynamics in your music. However, in my assessment, the energy level of the track doesn't quite align with the tone we're currently curating for our playlists. While your song is well-crafted and enjoyable, its high energy may not fit the specific vibe we're aiming for at this time. Thank you once again for your submission. I encourage you to continue exploring different energy levels and moods in your music, as well as refining your artistic direction. Your dedication to your craft is evident, and we look forward to potentially exploring more of your work in the future. Best regards.",Rolipso,Fail,INFINITE,"Ambient, Chill out, Commercial / Mainstream, Dance music, Deep house, French house, House music, Instrumental, International pop, Singer songwriter, Catchy, Chill, Downbeat, Good vibes, Unique, Mainstream, Melancholic, Melodic, Dreamy, Original, Positive, Relaxing, Romantic, Sensual, Tropical, Acoustic guitar, Autotune, Bass guitar, Covers, Electric guitar, Electronic sounds, Radio edit, Remix, Synths, All supports, Available on Spotify, Composer"
"Hi! Appreciate you taking a minute to submit your work! What I loved in the song : - the singing is really good i love the emotion transmitted - the idea is really nice good work! The minuses for my personal taste and what might help you in the future to have a better product : - the stutters felt a bit too tiring at some point and did not click entirely with me - the master needed better overall loudness imo Anxious to hear more , cheers !",Sam Giancana,Fail,INFINITE,"Cloud Rap / Hip Hop, Commercial / Mainstream, Dance music, Dance pop, Dream pop, Electropop, Hip-hop, Indie Dance, International rap, Trap, Authentic, Catchy, Contemporary, Creative, Danceable, Dark, Eccentric, Energetic, Experimental, Good vibes, Groovy, Meaningful lyrics, Mainstream, Dreamy, Positive, Romantic, Tropical, Acoustic guitar, Autotune, Finished track, Piano, Remix, Sync-friendly, All supports, Available on Spotify"
"Hi! It's an interesting creation with a driving and deep beat, the vocal sounds good for the electro style but sadly I'm not really into the reverb of the track. Thanks for submitting and all the best ;)",Riptide Mag,Fail,INFINITE,"Chill out, Dance music, Disco, Dream pop, Electropop, French house, House music, Indie folk, Indie pop, Pop rock, Indie, Melodic, Original, Instrumental, Finished track"
"Hello and thanks for sending us your music. Not a bad track in general, but indeed pretty far from the styles we have in our playlists. Unfortunately we don't have an audience for this. Sorry but we have to pass. Best of luck!",Vicky Music,Fail,INFINITE,"Ambient, Chill out, Dance music, Deep house, Hip-hop, House music, Indie pop, Indie rock, Progressive / Melodic House & Techno, Progressive rock, Contemporary, Good vibes, Groovy, Indie, Melodic, Positive, Relaxing, Unplugged, Acoustic guitar, Finished track, Professional production, Radio edit, Synths, Vocals, Available on Spotify"
"Hi Jade, I really like your universe. We can continue the talk on instagram for you to send me demos? I'd like this track, i want to listen to more! Valentin.",Crosswalk Records / Valentin,N/A,INFINITE,"Beats / Lo-fi, Chill out, Dance pop, Deep house, Electronica, Electropop, French house, Minimal, Nu-disco, Synthpop, Catchy, Chill, Creative, Danceable, Energetic, Experimental, Good vibes, Groovy, Unique, Indie, Lo-fi, Mainstream, Melancholic, Melodic, Dreamy, Original, Positive, Relaxing, Simple, Tropical, Upbeat, Acoustic guitar, Bass guitar, Beatmaker, Beats, Demos, Electric guitar, Electronic sounds, Instrumental, Live recording, Drums, Radio edit, Remix, Sync-friendly, Synths, Available on Spotify, Composer, Early project, On stage experience, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"The song ""INFINITE"" by Aspen Jade likely offers a captivating and expansive sound. However, it doesn’t quite fit the cohesive style and energy we're curating for our playlist at this time. While it's not suitable for our playlist, it demonstrates creativity and potential. Keep developing your sound and exploring new musical directions—you're on the right track!",Tiktok june 2024 (Jaimy-Lynn),Fail,INFINITE,"Commercial / Mainstream, Dance music, Dance pop, Hip-hop, House music, Phonk, R&B, Urban pop, Catchy, Danceable, Mainstream"
"Bonjour Aspen Jade, Belle proposition, j'aime l'ambiance envoutante et sensuelle du morceaux. Les placements de voix sont aérique et laisse bien respirer la prod. La voix est vraiment parfaite pour ce genre de prod! l'effet stutter house rajoute une belle identité a l'ensemble Pour ma part j'ai juste besoin de sonorités plus violente en terme de bassline lors du refrain ( slap bass) pour mes playlists actuellement Je passe donc pour cette fois mais bravo a toi c'est un super morceaux :)",Ultimate Playlists,Fail,INFINITE,"Bass music, Commercial / Mainstream, Dance music, Dance pop, Deep house, Electronica, House music, Danceable, Energetic, Good vibes, Meaningful lyrics, Mainstream, Melodic, Bass guitar, Covers, Electronic sounds, Remix, Synths, Available on Spotify"
"Hey Aspen Jade Thank you so much for sharing your track ""INFINITE"". I got exactly that, which is a win-win! I really enjoyed the cadence and paired production as from the initial play, it puts you in a trance. Then when the beat drops, you can't help but get sucked in! Your vocals are so crisp and clean and catch the beat beautifully. It's high energy and pulsating production, makes the release for a great listening experience. This is a great track to be spun throughout the club and expresses what many women feel in that moment. Its expressive and evokes emotions related to the record. Well done! Enjoyed everything from start to finish! I'd be happy to highlight your club-heavy hit on my site, Minnee Movement Media. In doing so, i'll be sure to circle back with the live link when ready! Thank you so much again!",Minnee Martinez,Success,INFINITE,"Afrobeat / Afropop, Afro House / Amapiano, Christian music, Commercial / Mainstream, Drill/Jersey, Hip-hop, Rap in English, R&B, Soul, Trap, Authentic, Catchy, Chill, Contemporary, Creative, Danceable, Eccentric, Eclectic, Energetic, Experimental, Standard, Fusion, Good vibes, Indie, Lo-fi, Meaningful lyrics, Mainstream, Melodic, Midtempo, Dreamy, Original, Positive, Provocative, Relaxing, Romantic, Sensual, Tropical, Underground, Captivating, Upbeat, Unplugged, Autotune, Beats, Featuring, Covers, Demos, Electronic sounds, Explicit, Freestyle, Live recording, Low fidelity, Finished track, Professional production, Radio edit, Remix, All supports, Urban sounds, Vocals, Available on Spotify, Early project, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
https://www.youtube.com/watch?v=JyxWC-K1IC0 https://x.com/inspotMusic/status/1814935141564784903 https://www.instagram.com/p/C9rWnzWtGKn/ https://www.instagram.com/stories/inspotmusic/ https://www.tiktok.com/@inspotmusic/photo/7393998613212351777?is_from_webapp=1&sender_device=pc&web_id=7340747216765781537,Add optional files,N/A,INFINITE,"Chill out, Dance music, Dance pop, Deep house, Electronica, Electropop, House music, Indie pop, International pop, Tech House, Catchy, Chill, Creative, Danceable, Downbeat, Eclectic, Energetic, Experimental, Fusion, Good vibes, Groovy, Unique, Intense, Lo-fi, Mainstream, Melodic, Midtempo, Dreamy, Relaxing, Sensual, Tropical, Upbeat, Unplugged, Beatmaker, Beats, Featuring, Electric guitar, Electronic sounds, Explicit, Finished track, Drums, Professional production, Radio edit, Remix, Synths, All supports, Urban sounds, Available on Spotify, Composer, Early project, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
https://www.facebook.com/marta.chioschi/posts/pfbid02Vg1SWRBibjJHt5QCbtwzivg9a6RMbChRuJND986Q7iX8r24qm6T51isYDUpPZbK9l,Inspotmusic,N/A,INFINITE,"Acid house, Ambient, Bass music, Chill out, Classical music, Commercial / Mainstream, Dance music, Instrumental, Neo / Modern Classical, Solo Piano"
"Hello, nice song with nice atmospheres, loved the vibe on it, we are going to pass this time because we dont feel the vocals for a feature because they dont fit the current mood of our playlists, but dont discourage since this is just a matter of taste and music is very subjective. Thanks for sending and hope to listen more music from you in the future.",Espressioni Musicali,Fail,INFINITE,"Afro House / Amapiano, Chill out, Commercial / Mainstream, Dance music, Dance pop, Deep house, Electronica, Electropop, Future house, House music, Danceable, Energetic, Groovy, Mainstream"
"Hey Aspen Jade! Glad to hear your music.The vibe of this song is really resonating with us and we're enjoying the tuneful rhythm. Regrettably, drop vibe didn't captivate us enough for our playlists. However, taste varies from person to person, so please don't feel disheartened. Thank you for allowing us to listen and best of luck with your release!",Artist Intelligent System (H&M and BERSHKA 2024),Fail,INFINITE,"Bass music, Commercial / Mainstream, Dance music, Dance pop, Deep house, Dubstep, Electronica, Electropop, Future house, House music"
"Hey Aspen Jade! Thanks for submitting with us. It is a good song overall and we're digging the vibe, nice basslines and cool synths too. Unfortunately, we are going to pass this time because vocals vibe doesn't fit quite enough for what we are looking for our playlist mood. Hope to listen to more of your music in the future, good luck with your release.",From Here To Mars,Fail,INFINITE,"Bass music, Commercial / Mainstream, Dance music, Dance pop, Deep house, Electronica, Electropop, Future house, House music, Nu-disco, Catchy, Energetic, Groovy, Finished track, Radio edit, Available on Spotify"
"Hey there, thanks for your submission! Your production work is solid, but it doesn't quite resonate with us / catch us enough to be feature in our playlists. It's really just a matter of personal taste, not a judgment on the quality, so dont be discouraged. Best of luck with your release, though!",Deep Sounds,Fail,INFINITE,"Bass music, Commercial / Mainstream, Dance music, Dance pop, Deep house, Dubstep, Electronica, Electropop, Future house, House music, Catchy, Chill, Danceable, Energetic, Good vibes, Groovy, Lo-fi, Positive, Relaxing, Finished track, Vocals, Available on Spotify"
"Hello, amazing track, loved the vibe on it. The production is solid, but sadly, I am going to pass this time because the song didn't catch me enough for a feature, feeling this doesn't quite suit what I am looking for. But of course, that's a personal matter of taste. Have an amazing day and best of luck with your future projects.",Addictive Playlist,Fail,INFINITE,"Bass music, Commercial / Mainstream, Dance music, Dance pop, Deep house, Dubstep, Electropop, House music, Nu-disco, Tech House, Catchy, Chill, Energetic, Groovy, Intense, Melodic, Covers, Electronic sounds, Finished track, Piano, Radio edit, Remix, Synths, Vocals, Available on Spotify"
"Hi Aspen. Thanks for submitting this track. It's a dreamy and relaxing piece of music, well supported by bass and sensitive vocals. I prefer a sharper and more exciting sound. Have a good day!",Mazdem,Fail,INFINITE,"Commercial / Mainstream, Dance music, Drum and Bass, Dubstep, Electronic rock, Experimental electronic, Hip-hop, Phonk, Techno, Trap, Catchy, Creative, Danceable, Dark, Dramatic, Eccentric, Energetic, Experimental, Good vibes, Groovy, Hardcore, Intense, Positive, Provocative, Upbeat, Beatmaker, Beats, Covers, Electric guitar, Electronic sounds, Freestyle, Instrumental, Drums, Synths, Urban sounds, Vocals, Available on Spotify, International potential, Young talent"
"Thank you for sharing your track and the stunning visuals! The composition is exceptional, and it’s clear you’ve put a lot of effort and creativity into this piece. While it may not align perfectly with my station’s current direction, I genuinely appreciate your dedication and passion. Keep pushing your artistic boundaries and exploring new ideas—I’m eager to see what you create next. Your talent and hard work are truly inspiring!",Night Burnout Music,Fail,INFINITE,"Chill out, Commercial / Mainstream, Dance pop, Deep house, Hip-hop, Indie pop, Indie rock, Organic House / Downtempo, Pop rock, Progressive / Melodic House & Techno, Chill, Contemporary, Indie, Mainstream, Radio edit, Available on Spotify, Unsigned artist, Young talent"
"Hi Aspen Jade ,Nice to e-meet you and thanks for sharing your song. Your music is well-produced and of high quality. Love your … and vibe and mix of genres. However, it doesn't align with the style of my playlist. Unfortunately, I don't have a playlist that fits your genre at this time. It’s too mainstream for our lists, we are looking for something more instrumental and chill (down tempo). Thanks for your understanding and support. Best regards,",Connor Morgans,Fail,INFINITE,"Chill / Lo-fi Hip-Hop, Chill out, Disco, Funk, Latin music, Nouvelle scene, Nu-disco, Soul, Trip hop, Urban pop, Authentic, Chill, Fusion, Good vibes, Groovy, Tropical, Electronic sounds, Synths, Urban sounds, Early project, Strong social media presence, Upcoming project, Young talent"
"I love the stutter concept in this track. The production is really cool. It's an excellent fusion of electro pop, but it has a bit too much energy and groove for our soft mellow chill house playlist. Otherwise, it's a really cool song with great vocals.",LISTAFINA,Fail,INFINITE,"Chill out, Dance music, Dance pop, Deep house, House music, Catchy, Chill, Good vibes, Mainstream, Melodic, Relaxing, Tropical, Available on Spotify"
"Unfortunately, this is not my cup of tea at all. I'm looking for something more soulful with more melody and less effects on the vocals. This might work at the clubs, anway.",Chill House 2023 (Hannah - TCG),Fail,INFINITE,"Commercial / Mainstream, Dancehall / Reggaeton, Dance music, Dance pop, House music, Latin Pop, Pop rock, Authentic, Catchy, Contemporary, Creative, Danceable, Good vibes, Unique, Meaningful lyrics, Mainstream, Melodic, Midtempo, Original, Surprising, Upbeat, Acoustic guitar, Beats, Electronic sounds, Piano, Radio edit, Remix, Synths, Available on Spotify, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"cool synths in the drop, it feels everything goes bouncy. it has a vibe, but unfortunately it's too chill for my playlist. Keep it up, good song!",Michael Bauer,Fail,INFINITE,"Commercial / Mainstream, Dance music, Dance pop, Future house, House music, Psy-Trance, Tech House, UK Garage / Bassline, Authentic, Catchy, Creative, Danceable, Energetic, Standard, Fusion, Good vibes, Groovy, Unique, Intense, Mainstream, Melodic, Dreamy, Original, Positive, Simple, Featuring, Covers, Electronic sounds, Explicit, Finished track, Professional production, Radio edit, Remix, Vocals, Available on Spotify"
